State,District,Latitude,Longitude,Crop,Season,Year,Sowing_date,Harvest_date,Area_ha,Production_tonnes,Yield_t_per_ha,Rainfall_mm,Avg_Temperature_C,Humidity_%,Solar_Radiation_MJ_m2_day,Soil_pH,Soil_N_percent,Soil_P_ppm,Soil_K_ppm,Soil_organic_percent,Fertilizer_kg_per_ha,Irrigation_type,Irrigation_mm,NDVI,EVI,Pesticide_used,Previous_crop
Bihar,Bihar_Dist_35,9.462,85.309,Rice,Rabi,2019,2019-11-22,2020-04-09,39.785,227.111,5.708,221.0,29.11,89.6,19.89,6.39,0.174,47.03,324.67,0.82,162.0,Rainfed,0.0,0.633474943346583,0.5307226861371133,1,Wheat
Rajasthan,Rajasthan_Dist_31,19.756,79.655,Cotton,Kharif,2012,2012-07-23,2012-11-13,28.417,76.311,2.685,404.0,23.94,46.5,31.49,6.65,0.271,47.2,460.26,2.34,48.9,Sprinkler,776.5,0.95,0.7821458187777481,1,Cotton
Andhra Pradesh,Andhra Pradesh_Dist_21,33.07,85.119,Pulses,Rabi,2010,2010-11-28,2011-05-06,43.368,49.315,1.137,271.0,27.03,45.5,18.12,6.24,0.341,11.48,482.47,0.91,148.5,Rainfed,0.0,0.6560465626248027,0.538678155732245,0,Cotton
Uttar Pradesh,Uttar Pradesh_Dist_19,29.672,72.046,Soybean,Zaid,2019,2019-03-18,2019-06-06,50.214,81.999,1.633,61.0,28.24,70.9,16.7,6.3,0.347,30.98,312.61,2.88,172.9,Rainfed,0.0,0.43791875265097185,0.3437079945931443,0,Soybean
Punjab,Punjab_Dist_20,18.901,74.025,Pulses,Rabi,2019,2019-11-03,2020-03-31,75.477,82.206,1.089,49.0,32.02,69.2,15.91,6.76,0.233,10.01,279.05,1.37,210.0,Rainfed,0.0,0.5399297693057279,0.3985021177659321,0,Rice
Andhra Pradesh,Andhra Pradesh_Dist_14,15.85,85.828,Millet,Rabi,2019,2019-10-23,2020-05-04,52.812,130.7,2.475,180.0,27.23,61.6,23.45,6.15,0.154,26.43,294.74,4.68,124.7,Sprinkler,737.1,0.9320955499083644,0.7395012441290512,0,Rice
West Bengal,West Bengal_Dist_32,28.272,75.701,Rice,Zaid,2019,2019-03-13,2019-05-31,117.037,894.475,7.643,84.0,26.23,61.4,24.21,6.57,0.217,45.84,172.35,2.16,12.5,Canal,491.2,0.5357047165016141,0.44511334125866353,0,Millet
Punjab,Punjab_Dist_39,9.295,93.579,Rice,Zaid,2023,2023-04-22,2023-08-01,42.916,429.877,10.017,78.0,28.87,66.6,18.91,6.7,0.221,26.03,472.51,2.44,118.8,Canal,631.1,0.8796636655710968,0.6525521596101554,1,Cotton
Maharashtra,Maharashtra_Dist_6,20.85,95.676,Cotton,Kharif,2019,2019-06-18,2019-11-12,29.885,73.802,2.47,341.0,26.04,51.3,19.48,6.46,0.111,14.98,85.87,3.97,105.6,Groundwater,806.3,0.95,0.7731985421020933,0,Rice
Karnataka,Karnataka_Dist_25,18.009,73.347,Pulses,Kharif,2013,2013-07-23,2013-12-15,14.708,26.181,1.78,435.0,31.64,54.0,8.82,6.99,0.071,57.53,161.07,4.47,44.3,Drip,523.8,0.9210235444772512,0.7521368562941104,1,Pulses
Andhra Pradesh,Andhra Pradesh_Dist_6,14.543,87.685,Wheat,Zaid,2018,2018-03-18,2018-06-09,29.766,72.552,2.437,88.0,21.6,70.0,29.05,6.03,0.217,20.8,474.87,3.93,119.9,Rainfed,0.0,0.3647643100100155,0.27306640945497795,0,Pulses
Maharashtra,Maharashtra_Dist_1,13.668,90.508,Soybean,Kharif,2023,2023-07-21,2023-12-08,13.639,19.643,1.44,651.0,25.09,47.0,25.95,6.05,0.103,39.87,232.94,4.34,0.0,Rainfed,0.0,0.7660856620272098,0.6549135400183327,0,Maize
Andhra Pradesh,Andhra Pradesh_Dist_25,23.06,86.889,Millet,Rabi,2016,2016-10-18,2017-02-19,33.816,65.141,1.926,97.0,22.62,67.2,15.11,6.59,0.185,36.88,448.41,4.4,6.9,Canal,560.9,0.5820770421953151,0.45730874922054787,0,Millet
Madhya Pradesh,Madhya Pradesh_Dist_24,24.128,81.701,Millet,Kharif,2014,2014-06-21,2014-09-28,8.866,21.557,2.431,337.0,27.01,48.3,24.06,6.44,0.172,43.78,175.29,4.08,102.8,Groundwater,623.1,0.8923662445895917,0.7458181167419047,0,Rice
Maharashtra,Maharashtra_Dist_10,30.122,71.79,Pulses,Zaid,2016,2016-03-26,2016-07-05,60.418,128.957,2.134,25.0,23.78,75.7,13.81,6.14,0.338,32.63,465.13,3.68,135.6,Groundwater,691.8,0.8484314031499147,0.6600383508609576,0,Wheat
Madhya Pradesh,Madhya Pradesh_Dist_30,24.09,86.687,Millet,Zaid,2012,2012-04-08,2012-06-29,10.02,15.258,1.523,40.0,18.06,78.4,14.49,6.34,0.301,8.67,475.78,4.94,56.2,Canal,270.9,0.3887419617866412,0.26771212584923165,1,Millet
Uttar Pradesh,Uttar Pradesh_Dist_28,31.0,83.203,Wheat,Zaid,2017,2017-04-18,2017-08-15,71.34,509.375,7.14,106.0,31.79,65.0,21.23,6.31,0.198,8.04,480.95,1.08,18.3,Sprinkler,648.7,0.6391505961573157,0.5115011110003533,0,Pulses
West Bengal,West Bengal_Dist_24,31.093,85.035,Wheat,Kharif,2019,2019-07-05,2019-10-13,13.5,100.036,7.41,452.0,21.49,60.7,9.55,6.55,0.317,40.8,279.6,4.35,128.2,Canal,577.1,0.95,0.781287984381507,1,Wheat
Tamil Nadu,Tamil Nadu_Dist_18,10.317,96.116,Pulses,Zaid,2011,2011-04-24,2011-08-02,110.453,240.587,2.178,0.0,25.07,78.5,20.64,6.77,0.263,12.39,421.91,3.23,0.0,Canal,959.6,0.6880334322992728,0.5411569327883037,0,Maize
Punjab,Punjab_Dist_35,24.205,82.896,Sugarcane,Zaid,2010,2010-04-16,2010-07-17,2.473,370.95,150.0,86.0,31.54,51.0,17.1,7.26,0.134,55.06,207.73,2.52,208.3,Groundwater,557.8,0.8395499595648817,0.665358699252548,0,Millet
West Bengal,West Bengal_Dist_22,25.718,85.654,Millet,Rabi,2022,2022-11-26,2023-06-07,59.797,68.194,1.14,142.0,24.21,53.5,23.24,5.86,0.07,16.88,133.7,1.91,120.7,Rainfed,0.0,0.5881487587841948,0.4830905290699597,0,Fallow
West Bengal,West Bengal_Dist_17,16.77,68.736,Wheat,Zaid,2017,2017-03-16,2017-06-02,27.033,215.062,7.956,0.0,21.92,53.1,20.91,6.63,0.308,9.22,124.68,2.73,90.0,Canal,687.4,0.7449958153651159,0.5663715684880087,0,Pulses
Punjab,Punjab_Dist_9,16.398,77.28,Rice,Rabi,2014,2014-11-24,2015-03-05,69.845,321.943,4.609,194.0,23.14,85.6,9.18,5.76,0.283,28.82,160.66,4.57,67.4,Rainfed,0.0,0.4281598968905382,0.33673929782443757,1,Pulses
Punjab,Punjab_Dist_39,32.069,72.81,Maize,Zaid,2021,2021-03-26,2021-06-10,21.237,93.505,4.403,64.0,25.65,49.2,21.54,6.33,0.261,35.64,438.24,1.92,163.2,Rainfed,0.0,0.3630594389093159,0.37719731191972955,1,Cotton
Bihar,Bihar_Dist_32,31.725,78.35,Maize,Zaid,2023,2023-03-16,2023-07-07,8.597,46.985,5.465,154.0,28.59,53.4,11.81,7.22,0.184,56.56,389.4,2.56,150.3,Rainfed,0.0,0.6029634619652239,0.5015745158414278,0,Rice
Madhya Pradesh,Madhya Pradesh_Dist_25,16.499,69.518,Cotton,Zaid,2017,2017-04-21,2017-06-23,18.326,31.109,1.698,126.0,30.09,75.8,19.73,7.15,0.158,55.97,373.44,1.66,96.5,Drip,425.6,0.6073039070569612,0.4889193688400947,0,Maize
Karnataka,Karnataka_Dist_8,33.731,88.381,Wheat,Kharif,2017,2017-06-22,2017-11-07,148.961,720.85,4.839,631.0,26.31,43.2,24.9,7.72,0.338,18.95,447.49,4.66,108.8,Rainfed,0.0,0.9066267689225618,0.7313535747819307,1,Millet
Madhya Pradesh,Madhya Pradesh_Dist_31,24.43,75.384,Sugarcane,Kharif,2018,2018-07-22,2018-12-07,2.646,396.9,150.0,495.0,28.62,95.2,11.0,6.44,0.299,5.85,194.63,0.51,29.2,Sprinkler,507.9,0.95,0.7794475796897761,0,Pulses
Andhra Pradesh,Andhra Pradesh_Dist_34,17.352,85.382,Wheat,Kharif,2018,2018-07-09,2018-11-10,129.449,961.062,7.424,559.0,30.79,67.1,19.09,5.97,0.264,7.22,242.29,2.33,185.0,Drip,266.7,0.95,0.7769980644517818,1,Pulses
Punjab,Punjab_Dist_17,17.943,69.321,Millet,Rabi,2022,2022-11-23,2023-05-28,138.846,248.095,1.787,192.0,21.8,55.4,18.96,6.67,0.06,10.01,100.63,2.01,119.2,Drip,403.7,0.6576548439840366,0.5333219335189772,0,Maize
Uttar Pradesh,Uttar Pradesh_Dist_21,29.453,69.16,Wheat,Zaid,2010,2010-03-04,2010-06-05,18.35,125.016,6.813,0.0,28.29,50.3,16.01,5.86,0.235,44.51,244.65,4.57,7.6,Sprinkler,580.0,0.6119623471634732,0.4687557451937239,0,Soybean
Rajasthan,Rajasthan_Dist_23,25.706,86.607,Cotton,Zaid,2014,2014-03-20,2014-05-22,20.697,17.999,0.87,2.0,23.76,73.2,20.7,6.87,0.28,24.92,388.33,0.97,77.5,Rainfed,0.0,0.2762167340338769,0.2648248977148151,0,Fallow
Bihar,Bihar_Dist_39,27.506,92.231,Rice,Zaid,2011,2011-03-04,2011-06-29,12.254,50.016,4.082,77.0,23.18,75.2,18.94,6.53,0.276,29.16,393.35,1.42,146.8,Rainfed,0.0,0.5111916419329923,0.3676344488682309,0,Soybean
Uttar Pradesh,Uttar Pradesh_Dist_17,31.285,92.774,Sugarcane,Rabi,2020,2020-11-22,2021-05-29,25.97,3895.5,150.0,243.0,24.31,49.0,22.78,7.21,0.219,13.92,210.17,4.55,30.1,Groundwater,666.1,0.7952954952053795,0.6969891286690622,1,Pulses
Andhra Pradesh,Andhra Pradesh_Dist_17,22.417,69.789,Maize,Kharif,2014,2014-07-09,2014-10-14,1.628,13.401,8.232,261.0,30.28,77.9,16.49,6.71,0.104,41.45,362.28,1.63,91.0,Sprinkler,462.4,0.8236717307489948,0.6779903849471337,1,Soybean
Karnataka,Karnataka_Dist_12,10.448,87.35,Pulses,Kharif,2017,2017-06-04,2017-11-03,12.207,33.688,2.76,370.0,24.88,67.3,21.84,6.59,0.332,35.5,332.09,4.9,119.8,Groundwater,631.6,0.95,0.7858926335801574,0,Soybean
Uttar Pradesh,Uttar Pradesh_Dist_35,28.394,94.148,Millet,Kharif,2019,2019-06-03,2019-09-05,17.162,41.218,2.402,686.0,31.47,54.0,15.63,5.93,0.13,50.94,217.38,2.7,118.5,Drip,576.5,0.95,0.7195105098933958,1,Pulses
Punjab,Punjab_Dist_37,9.772,79.642,Sugarcane,Rabi,2010,2010-10-13,2011-04-16,124.034,18605.1,150.0,93.0,27.88,58.9,16.56,6.76,0.248,7.42,431.37,1.62,55.5,Sprinkler,516.1,0.5876763074351476,0.5257219587937045,0,Fallow
Karnataka,Karnataka_Dist_10,20.487,76.104,Soybean,Rabi,2019,2019-11-28,2020-04-27,72.876,115.783,1.589,137.0,28.18,85.7,14.77,7.34,0.233,11.08,343.65,1.34,83.1,Rainfed,0.0,0.555432400556727,0.4775139449029925,1,Millet
Punjab,Punjab_Dist_35,18.175,93.978,Cotton,Kharif,2016,2016-07-22,2016-12-01,13.631,29.769,2.184,488.0,25.35,40.6,16.47,6.41,0.155,24.86,437.93,2.99,192.5,Groundwater,688.4,0.95,0.7561480520224717,1,Wheat
Karnataka,Karnataka_Dist_26,16.101,76.168,Wheat,Zaid,2020,2020-04-25,2020-08-11,16.554,41.877,2.53,43.0,20.7,43.2,28.23,6.82,0.252,16.25,471.73,1.69,118.3,Rainfed,0.0,0.31731898420682214,0.258663253087985,1,Wheat
Karnataka,Karnataka_Dist_13,9.143,68.325,Maize,Zaid,2010,2010-04-04,2010-07-30,46.847,562.164,12.0,103.0,27.74,46.8,13.9,6.37,0.334,23.83,264.95,3.68,116.9,Groundwater,590.8,0.8004319835759508,0.5837254783177082,0,Pulses
Andhra Pradesh,Andhra Pradesh_Dist_32,21.74,81.481,Rice,Zaid,2017,2017-03-24,2017-05-24,31.131,121.768,3.911,95.0,21.61,55.0,10.9,6.63,0.085,6.27,101.48,4.79,17.0,Drip,256.9,0.39682291614311205,0.3227611960119976,0,Fallow
West Bengal,West Bengal_Dist_16,16.442,73.169,Pulses,Rabi,2011,2011-11-02,2012-02-12,151.892,243.779,1.605,71.0,33.96,67.1,17.23,7.35,0.12,7.57,476.98,1.91,210.5,Sprinkler,521.3,0.8048959506474171,0.6593480746163495,1,Millet
Andhra Pradesh,Andhra Pradesh_Dist_4,15.395,85.331,Soybean,Zaid,2010,2010-03-19,2010-07-04,98.514,109.649,1.113,15.0,18.78,54.0,12.38,6.3,0.335,57.05,140.86,1.3,154.4,Rainfed,0.0,0.3801173612167594,0.33449594690235873,0,Millet
Bihar,Bihar_Dist_5,14.53,91.148,Wheat,Zaid,2012,2012-03-23,2012-06-06,80.789,818.006,10.125,85.0,25.92,81.4,20.38,7.41,0.162,18.43,386.19,2.39,74.9,Canal,985.1,0.95,0.7533018523470008,0,Millet
Uttar Pradesh,Uttar Pradesh_Dist_1,34.727,79.799,Maize,Zaid,2010,2010-03-19,2010-07-10,28.876,211.889,7.338,76.0,28.31,56.6,26.33,6.09,0.178,46.55,334.13,3.6,63.2,Groundwater,361.7,0.49988845863389303,0.3991692102084163,0,Millet
Punjab,Punjab_Dist_7,23.937,73.564,Rice,Rabi,2019,2019-10-11,2020-03-13,1.051,9.91,9.429,188.0,20.9,79.4,20.52,7.0,0.256,22.75,309.11,1.16,53.2,Sprinkler,526.3,0.7046497113540963,0.5931198961672939,0,Wheat
Madhya Pradesh,Madhya Pradesh_Dist_21,10.706,87.538,Rice,Zaid,2019,2019-03-06,2019-06-11,44.007,441.173,10.025,0.0,25.6,56.8,13.12,5.48,0.328,25.66,398.3,2.89,55.9,Canal,763.3,0.7553966719792549,0.60778094155209,1,Maize
Andhra Pradesh,Andhra Pradesh_Dist_5,19.986,82.042,Rice,Rabi,2012,2012-10-08,2013-03-13,0.889,7.36,8.279,39.0,24.55,62.6,18.23,7.3,0.202,32.27,470.78,4.5,91.1,Sprinkler,692.9,0.7576549802083412,0.5513542442967347,0,Cotton
West Bengal,West Bengal_Dist_3,24.933,77.755,Maize,Kharif,2022,2022-06-03,2022-11-02,89.583,1074.996,12.0,471.0,28.59,66.3,12.36,6.46,0.346,10.54,257.95,1.88,79.9,Sprinkler,752.5,0.95,0.7753688293151277,1,Rice
Maharashtra,Maharashtra_Dist_1,18.874,77.959,Maize,Kharif,2021,2021-07-07,2021-10-21,56.25,470.528,8.365,345.0,27.67,86.3,15.11,6.75,0.268,22.3,428.14,3.22,28.5,Drip,355.6,0.8193357444702379,0.7017527987892809,1,Soybean
Uttar Pradesh,Uttar Pradesh_Dist_18,22.675,92.376,Pulses,Rabi,2013,2013-11-03,2014-04-30,26.117,32.617,1.249,141.0,31.42,57.9,19.51,7.33,0.214,35.09,102.4,2.29,75.8,Groundwater,353.1,0.619504082973078,0.5179147409904568,0,Rice
Karnataka,Karnataka_Dist_23,26.518,68.518,Millet,Kharif,2018,2018-07-17,2018-12-23,107.937,156.836,1.453,431.0,21.13,55.4,17.44,7.14,0.164,45.7,343.63,2.19,117.7,Rainfed,0.0,0.7361227618950315,0.5666000564952584,0,Wheat
Bihar,Bihar_Dist_30,32.469,82.685,Cotton,Rabi,2010,2010-11-06,2011-03-08,12.682,17.451,1.376,160.0,22.08,53.4,19.45,6.62,0.257,58.43,115.15,4.56,172.7,Rainfed,0.0,0.5392544893798985,0.40249077355265334,0,Millet
Maharashtra,Maharashtra_Dist_4,24.387,84.38,Soybean,Rabi,2013,2013-10-24,2014-02-14,45.583,55.365,1.215,217.0,27.09,62.8,16.86,4.82,0.177,33.01,476.92,2.97,36.2,Rainfed,0.0,0.4412639308551717,0.37095580210807855,1,Millet
Maharashtra,Maharashtra_Dist_35,15.454,80.866,Maize,Kharif,2022,2022-06-19,2022-11-12,99.139,604.838,6.101,480.0,25.46,55.9,23.59,6.84,0.18,49.46,190.63,0.52,77.1,Rainfed,0.0,0.6503614176963362,0.519966857757545,0,Wheat
West Bengal,West Bengal_Dist_21,9.203,90.749,Millet,Kharif,2021,2021-06-08,2021-10-17,5.053,12.765,2.526,641.0,22.15,66.2,13.13,6.65,0.293,10.99,185.31,4.53,134.0,Drip,486.0,0.95,0.7957351913482029,1,Maize
Punjab,Punjab_Dist_16,17.489,72.846,Millet,Kharif,2016,2016-07-14,2016-10-18,57.271,151.532,2.646,641.0,24.74,41.2,13.01,6.66,0.204,12.19,170.33,3.45,120.5,Sprinkler,492.5,0.95,0.7959994065384384,0,Millet
Uttar Pradesh,Uttar Pradesh_Dist_14,11.12,70.07,Pulses,Kharif,2016,2016-07-07,2016-11-08,2.198,2.041,0.929,621.0,24.09,49.0,14.73,6.1,0.061,55.48,138.65,2.98,163.9,Rainfed,0.0,0.9421433294499459,0.7497840605017483,1,Maize
Andhra Pradesh,Andhra Pradesh_Dist_9,34.627,91.813,Wheat,Zaid,2019,2019-04-14,2019-07-12,71.972,216.138,3.003,0.0,24.21,70.8,17.31,6.65,0.315,22.58,240.07,3.26,129.1,Rainfed,0.0,0.32640751237967297,0.3310145344073498,0,Wheat
Uttar Pradesh,Uttar Pradesh_Dist_22,18.04,76.665,Cotton,Rabi,2019,2019-10-28,2020-03-28,29.045,37.126,1.278,75.0,28.7,55.8,14.25,6.36,0.294,24.76,323.78,0.83,97.2,Rainfed,0.0,0.3901716295694015,0.31602899511602245,0,Maize
Tamil Nadu,Tamil Nadu_Dist_32,13.893,72.763,Cotton,Zaid,2017,2017-04-28,2017-08-13,98.222,238.63,2.429,105.0,27.61,74.5,8.57,6.81,0.056,23.52,140.68,1.55,154.1,Sprinkler,752.7,0.95,0.7141067775967199,1,Fallow
Bihar,Bihar_Dist_16,33.034,94.14,Soybean,Rabi,2019,2019-11-02,2020-02-15,14.012,13.608,0.971,9.0,25.08,59.2,21.27,6.54,0.149,40.94,197.43,3.07,92.0,Rainfed,0.0,0.25418190599995966,0.16696581082126832,0,Fallow
Rajasthan,Rajasthan_Dist_33,18.874,70.203,Wheat,Rabi,2018,2018-11-03,2019-03-13,5.209,14.385,2.762,149.0,20.57,55.5,14.18,6.73,0.335,59.82,237.6,3.2,40.5,Rainfed,0.0,0.3045240083771719,0.2939352220007204,0,Millet
Tamil Nadu,Tamil Nadu_Dist_1,20.831,81.031,Millet,Kharif,2012,2012-06-22,2012-11-20,59.939,66.207,1.105,375.0,20.62,100.0,16.74,5.34,0.108,45.98,133.36,0.97,189.6,Rainfed,0.0,0.7252440455656928,0.6003994203373011,0,Wheat
Karnataka,Karnataka_Dist_11,27.892,74.253,Pulses,Zaid,2021,2021-03-23,2021-07-16,62.149,63.629,1.024,140.0,30.11,45.0,23.17,6.11,0.142,59.17,421.9,1.24,0.0,Canal,204.5,0.40305531096529856,0.2922107206147084,1,Millet
Madhya Pradesh,Madhya Pradesh_Dist_12,16.262,71.695,Soybean,Zaid,2017,2017-04-23,2017-08-18,25.983,43.106,1.659,135.0,25.14,89.1,18.46,6.6,0.125,28.74,346.3,1.66,42.1,Drip,220.9,0.42919989340061115,0.32205945143374237,0,Wheat
Andhra Pradesh,Andhra Pradesh_Dist_34,34.784,73.304,Wheat,Rabi,2016,2016-11-02,2017-05-15,39.935,241.497,6.047,184.0,28.39,68.0,9.16,7.1,0.25,52.89,445.44,3.11,156.2,Sprinkler,514.9,0.9137807035338599,0.7456902038544758,0,Wheat
Tamil Nadu,Tamil Nadu_Dist_24,8.815,71.055,Wheat,Kharif,2016,2016-07-21,2016-11-10,32.267,101.296,3.139,450.0,26.79,43.4,17.65,5.79,0.159,25.54,497.13,4.98,76.9,Rainfed,0.0,0.6873544705731952,0.5324908497065427,0,Cotton
Tamil Nadu,Tamil Nadu_Dist_5,17.172,95.143,Cotton,Kharif,2015,2015-06-11,2015-10-07,168.819,186.326,1.104,427.0,22.47,100.0,21.04,6.93,0.143,55.72,355.82,2.46,53.5,Rainfed,0.0,0.6431895681104813,0.5302218134025507,0,Millet
Andhra Pradesh,Andhra Pradesh_Dist_18,34.515,69.828,Millet,Rabi,2010,2010-11-17,2011-04-30,9.501,10.53,1.108,145.0,22.71,69.2,21.4,6.54,0.08,37.38,406.93,0.92,149.7,Rainfed,0.0,0.5514962530320924,0.44794552775884855,1,Millet
Punjab,Punjab_Dist_31,34.647,79.543,Sugarcane,Rabi,2019,2019-11-03,2020-02-22,117.153,8460.105,72.214,104.0,28.86,65.7,25.73,6.55,0.157,48.57,398.41,4.6,37.8,Rainfed,0.0,0.30258146649939316,0.23697057403419858,0,Maize
Madhya Pradesh,Madhya Pradesh_Dist_12,23.13,79.541,Sugarcane,Kharif,2011,2011-07-28,2011-11-14,20.666,2341.53,113.303,668.0,26.72,88.6,12.81,6.48,0.115,14.33,80.07,3.73,169.8,Rainfed,0.0,0.95,0.7466395661501035,0,Rice
Bihar,Bihar_Dist_34,20.903,80.467,Wheat,Rabi,2016,2016-11-15,2017-04-17,56.646,319.569,5.642,0.0,24.96,54.3,17.11,6.69,0.086,8.58,489.45,3.57,138.7,Groundwater,463.1,0.6872675517946575,0.5740648279256972,0,Millet
Maharashtra,Maharashtra_Dist_19,26.626,84.401,Cotton,Kharif,2010,2010-07-21,2010-12-01,1.054,1.764,1.674,525.0,27.81,69.6,15.62,6.18,0.08,58.87,204.33,4.42,138.4,Sprinkler,302.1,0.95,0.7479666018621122,0,Cotton
Andhra Pradesh,Andhra Pradesh_Dist_32,27.49,96.808,Pulses,Rabi,2014,2014-11-16,2015-03-25,4.533,10.256,2.262,121.0,20.56,68.0,15.14,5.99,0.195,10.0,134.15,1.58,89.5,Canal,887.6,0.8644906363321022,0.6648093098473973,1,Rice
Andhra Pradesh,Andhra Pradesh_Dist_19,20.231,93.455,Wheat,Kharif,2015,2015-07-06,2015-10-27,7.553,31.502,4.171,516.0,24.0,64.4,19.4,6.68,0.203,55.26,486.48,4.31,106.9,Rainfed,0.0,0.725853058222368,0.5623097598508684,0,Rice
Uttar Pradesh,Uttar Pradesh_Dist_11,22.368,71.108,Cotton,Kharif,2010,2010-07-06,2010-11-20,5.77,10.001,1.733,629.0,21.68,55.8,14.82,7.43,0.097,52.33,267.97,4.63,14.8,Groundwater,500.9,0.95,0.7469457337179334,0,Millet
Bihar,Bihar_Dist_36,31.485,81.02,Wheat,Zaid,2015,2015-04-06,2015-07-09,25.357,171.356,6.758,17.0,27.52,67.8,14.93,6.73,0.145,40.99,113.61,1.59,90.0,Groundwater,730.3,0.7775479059903257,0.6236095078540876,0,Cotton
Tamil Nadu,Tamil Nadu_Dist_20,21.565,77.822,Rice,Kharif,2016,2016-07-01,2016-10-18,194.256,2087.867,10.748,486.0,26.04,68.1,11.75,7.36,0.306,58.58,264.59,0.77,0.0,Groundwater,711.8,0.9309206333551684,0.8074420514271166,0,Millet
Tamil Nadu,Tamil Nadu_Dist_33,18.693,96.514,Soybean,Zaid,2021,2021-04-23,2021-07-13,71.237,83.016,1.165,122.0,25.49,36.4,19.31,6.61,0.112,39.29,230.24,4.3,169.1,Rainfed,0.0,0.5994632654427468,0.4689272157336867,1,Rice
Punjab,Punjab_Dist_31,19.565,77.61,Wheat,Kharif,2020,2020-07-15,2020-11-10,83.133,748.236,9.0,425.0,21.95,77.6,11.34,6.98,0.203,49.6,263.57,1.06,149.7,Canal,651.6,0.95,0.7897213253987225,1,Fallow
Andhra Pradesh,Andhra Pradesh_Dist_6,10.007,76.379,Soybean,Kharif,2019,2019-06-03,2019-09-03,189.641,407.774,2.15,439.0,28.32,24.1,12.9,7.09,0.107,35.13,90.06,3.94,85.0,Drip,432.4,0.9063078595949393,0.7293717474212194,0,Pulses
Tamil Nadu,Tamil Nadu_Dist_29,18.985,75.597,Rice,Zaid,2016,2016-04-05,2016-06-29,49.868,238.67,4.786,160.0,29.72,34.3,19.86,6.16,0.305,38.91,158.33,1.3,76.2,Rainfed,0.0,0.4269083381183054,0.35868536015381935,1,Fallow
Madhya Pradesh,Madhya Pradesh_Dist_24,29.302,90.04,Millet,Rabi,2010,2010-11-03,2011-04-23,194.747,161.861,0.831,99.0,28.86,66.8,21.03,6.13,0.106,11.11,383.56,1.7,0.0,Rainfed,0.0,0.23652352809067795,0.1649466426142688,1,Pulses
Bihar,Bihar_Dist_29,10.77,92.715,Millet,Rabi,2014,2014-10-20,2015-04-13,21.962,24.351,1.109,329.0,20.64,57.2,19.69,7.87,0.132,20.08,127.69,1.01,56.0,Rainfed,0.0,0.5911711796695975,0.45170200538866,1,Soybean
Punjab,Punjab_Dist_10,15.951,68.396,Cotton,Rabi,2017,2017-11-01,2018-02-20,46.486,88.791,1.91,157.0,26.0,58.4,11.48,6.38,0.054,12.12,185.7,2.43,103.8,Groundwater,515.6,0.7766117692927855,0.59592285014359,1,Wheat
Madhya Pradesh,Madhya Pradesh_Dist_18,9.06,96.651,Millet,Kharif,2018,2018-06-10,2018-10-26,4.541,12.37,2.724,338.0,23.65,82.0,10.95,5.58,0.153,38.77,441.56,3.89,116.2,Canal,642.7,0.9457956839682315,0.7148040502168181,0,Maize
Tamil Nadu,Tamil Nadu_Dist_32,19.712,85.205,Wheat,Rabi,2023,2023-10-26,2024-02-06,55.088,496.374,9.011,137.0,25.25,54.7,30.3,6.31,0.317,35.25,253.63,0.83,67.0,Canal,771.3,0.8794379194211643,0.7492894934314142,1,Millet
Maharashtra,Maharashtra_Dist_10,24.656,82.761,Sugarcane,Rabi,2020,2020-11-06,2021-04-08,13.789,1627.718,118.045,160.0,27.54,52.5,8.63,6.23,0.138,42.37,212.51,4.07,124.4,Sprinkler,365.2,0.6084297129053505,0.5168119013945488,1,Wheat
Rajasthan,Rajasthan_Dist_16,22.858,75.867,Wheat,Kharif,2022,2022-07-28,2022-12-20,239.463,638.43,2.666,432.0,13.39,50.1,19.51,6.17,0.072,15.77,283.81,4.03,86.7,Rainfed,0.0,0.5640100259586013,0.44566250994736517,0,Cotton
Karnataka,Karnataka_Dist_31,23.15,83.472,Rice,Rabi,2018,2018-10-02,2019-03-25,48.217,379.295,7.866,139.0,19.1,55.6,21.54,6.4,0.341,41.73,406.99,3.99,86.8,Drip,414.0,0.6747134264528281,0.578919621825975,0,Pulses
Uttar Pradesh,Uttar Pradesh_Dist_21,18.55,89.483,Pulses,Zaid,2012,2012-04-21,2012-07-16,87.208,62.949,0.722,78.0,26.13,54.8,19.14,6.14,0.062,24.98,336.47,1.04,176.5,Rainfed,0.0,0.4943053550062546,0.4070970224153289,0,Pulses
Andhra Pradesh,Andhra Pradesh_Dist_4,34.687,81.624,Sugarcane,Rabi,2018,2018-10-04,2019-04-19,46.499,4131.995,88.862,68.0,31.36,64.3,17.96,6.26,0.138,47.08,400.89,1.82,16.9,Drip,232.6,0.3744859325029057,0.29302660561379995,0,Maize
West Bengal,West Bengal_Dist_11,27.431,85.82,Soybean,Rabi,2023,2023-11-18,2024-03-09,15.314,32.049,2.093,148.0,28.96,47.5,19.02,6.84,0.227,23.95,342.78,4.6,91.1,Sprinkler,437.0,0.7114028767297268,0.5693187611179177,1,Pulses
West Bengal,West Bengal_Dist_23,29.16,71.266,Maize,Kharif,2012,2012-07-06,2012-11-16,57.421,400.601,6.977,298.0,20.7,44.3,21.39,5.73,0.052,58.35,261.32,4.86,80.1,Canal,312.3,0.6597065934489864,0.5393393580129301,1,Millet
